0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199,200,201,202,203,204,205,206,207,208,209,210,211,212,213,214,215,216,217,218,219,220,221,222,223,224,225,226,227,228,229,230,231,232,233,234,235,236,237,238,239,240,241,242,243,244,245,246,247,248,249,250,251,252,253,254,255,256,257,258,259,260,261,262,263,264,265,266,267,268,269,270,271,272,273,274,275,276,277,278,279,280,281,282,283,284,285,286,287,288,289,290,291,292,293,294,295,296,297,298,299,300,301,302,303,304,305,306,307,308,309,310,311,312,313,314,315,316,317,318,319,320,321,322,323,324,325,326,327,328,329,330,331,332,333,334,335,336,337,338,339,340,341,342,343,344,345,346,347,348,349,350,351,352,353,354,355,356,357,358,359,360,361,362,363,364,365,366,367,368,369,370,371,372,373,374,375,376,377,378,379,380,381,382,383,384,385,386,387,388,389,390,391,392,393,394,395,396,397,398,399,400,401,402,403,404,405,406,407,408,409,410,411,412,413,414,415,416,417,418,419,420,421,422,423,424,425,426,427,428,429,430,431,432,433,434,435,436,437,438,439,440,441,442,443,444,445,446,447,448,449,450,451,452,453,454,455,456,457,458,459,460,461,462,463,464,465,466,467,468,469,470,471,472,473,474,475,476,477
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.82,,,,,,,,,,,,656.25,,,,,,,,,,,656.3,,,,,,,,,,,,,,,,,657.19,,,,,,657.18,,,,,,,,,,,,,,,,,657.27,,,,,,,,,,,,,,,,,,656.76,,,,,,656.4,,,,,,,,,,,656.25,,,,,,,,,,,,,,,,,,655.44,,,,,655.43,,,,,,655.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.48,,,,,,,,,,,655.69,,,,,,655.65,,,,,,655.86,,,,,,,,,,655.97,,,,,,,,,,,655.97,,,,,,,,,,,,655.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.87,,,,,,656.58,,,,,,,,,,,656.38,,,,,,,,,,,,656.76,,,,,,656.93,,,,,,,,,,,,,,,,,657.28,,,,,657.06,,,,,,,,,,,,657.17,,,,,,656.94,,,,,656.86,,,,,,,,,,,,656.42,,,,,,,,,,,,655.97,,,,,,655.67,,,,,655.54,,,,,,,,,,,,,,,,,655.59,,,,,,655.62,,,,,,655.52,,,,,,655.43,,,,,655.52,,,,,,655.45,,,,,,,,,,,,655.63,,,,,,,,,,,655.85,,,,,,,,,,655.93,,,,,,,,,,,,655.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.15,,,,,,,,,,,,656.24,,,,,,,,,,,,,,,,,657.17,,,,,,657.16,,,,,,,,,,,,,,,,,657.33,,,,,,,,,,,,,,,,,,,,,,,656.44,,,,,,,,,,,,656.35,,,,,,,,,,,655.69,,,,,,,,,,,,655.46,,,,,655.62,,,,,,,,,,,,655.71,,,,,,,,,,,655.51,,,,,,,,,,,,,,,,,,655.75,,,,,,,,,,,655.84,,,,,,,,,,,655.98,,,,,655.99,,,,,,655.9,,,,,,,,,,,655.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.92,,,,,,656.55,,,,,,656.16,,,,,,656.33,,,,,,,,,,,656.68,,,,,,656.84,,,,,,,,,,,,,,,,,657.23,,,,,,657.03,,,,,,,,,,,,657.17,,,,,657,,,,,,656.9,,,,,,,,,,,656.48,,,,,,656.27,,,,,,656.13,,,,,,,,,,,655.6,,,,,,655.54,,,,,,,,,,,,655.64,,,,,,,,,,,655.59,,,,,,,,,,,,655.58,,,,,,655.52,,,,,655.76,,,,,,655.61,,,,,,,,,,,,655.94,,,,,,,,,,,,,,,,,,,,,655.86,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.1,,,,,,,,,,,,,,,,,657.08,,,,,,657.09,,,,,,,,,,,,,,,,,657.3,,,,,,,,,,,,,,,,,,,,,,,656.49,,,,,,656.55,,,,,,,,,,,,,,,,,655.78,,,,,,,,,,,,,,,,,,655.64,,,,,,,,,,,655.76,,,,,,655.68,,,,,,655.55,,,,,,,,,,,655.53,,,,,,,,,,,,,,,,,,655.84,,,,,655.81,,,,,655.92,,,,,655.94,,,,,,655.88,,,,,,,,,,,,655.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.9,,,,,656.47,,,,,,656.12,,,,,,656.36,,,,,,,,,,,,656.64,,,,,656.78,,,,,,,,,,,,,,,,,,657.21,,,,,657.01,,,,,,,,,,,,657.23,,,,,,657.03,,,,,656.93,,,,,,,,,,,,,,,,,656.35,,,,,,,656.18,,,,,,,,,,,655.64,,,,,,655.58,,,,,,,,,,,655.66,,,,,,,,,,,,,,,,,,,,,,,655.67,,,,,,,,,,,,655.84,,,,,655.6,,,,,,655.86,,,,,,,,,,,,,,,,,,,,,,655.83,,,,,,655.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.11,,,,,,,,,,,,,,,,,657.07,,,,,,657.01,,,,,657.14,,,,,,,,,,,,657.27,,,,,,,,,,,,,,,,,,,,,,,656.55,,,,,656.6,,,,,,,,,,,,,,,,,,655.81,,,,,,,,,,,,,,,,,655.75,,,,,,,,,,,,655.87,,,,,655.76,,,,,,655.56,,,,,,,,,,,,655.55,,,,,,,,,,,,,,,,,,,,,,,655.78,,,,,655.85,,,,,655.85,,,,,,,,,,,655.78,,,,,,655.85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.94,,,,,,656.56,,,,,,656.1,,,,,656.29,,,,,,,,,,,,656.54,,,,,,656.71,,,,,656.98,,,,,,,,,,,,,,,,,,657,,,,,,,,,,,657.23,,,,,,657.06,,,,,,656.98,,,,,656.61,,,,,,,,,,,,656.48,,,,,,656.27,,,,,,,,,,,655.73,,,,,,655.67,,,,,,,,,,,,655.71,,,,,,,,,,,,,,,,,655.56,,,,,,655.66,,,,,,,,,,,655.78,,,,,,655.63,,,,,,655.8,,,,,655.77,,,,,655.77,,,,,,,,,,,655.81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.29,,,,,,656.14,,,,,,,,,,,,,,,,,,,,,,,656.95,,,,,657.11,,,,,,,,,,,,657.26,,,,,,657.22,,,,,,657,,,,,,,,,,,,,,,,,656.69,,,,,,,,,,,656.35,,,,,,655.89,,,,,,,,,,,,,,,,,,655.8,,,,,,,,,,,655.88,,,,,,655.8,,,,,,,,,,,,,,,,,655.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.84,,,,,,,,,,,,655.69,,,,,655.79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.89,,,,,656.55,,,,,,656.15,,,,,,,,,,,,,,,,,656.51,,,,,,656.59,,,,,,656.93,,,,,,,,,,,,,,,,,656.86,,,,,,,,,,,,,,,,,,,,,,,656.99,,,,,,656.68,,,,,,,,,,,656.52,,,,,,,,,,,,,,,,,,655.73,,,,,655.79,,,,,,,,,,,,655.79,,,,,,,,,,,,,,,,,655.6,,,,,,655.67,,,,,,,,,,,,655.77,,,,,655.52,,,,,,655.79,,,,,,655.7,,,,,655.78,,,,,655.73,,,,,,655.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.56,,,,,,,,,,,656.18,,,,,,655.94,,,,,,,,,,,,,,,,,,,,,,,656.91,,,,,,657.03,,,,,,,,,,,,657.25,,,,,657.25,,,,,,657.1,,,,,,,,,,,,,,,,,656.71,,,,,,656.59,,,,,,656.3,,,,,,655.96,,,,,,,,,,,,,,,,,655.83,,,,,655.81,,,,,,655.9,,,,,,655.84,,,,,,,,,,,,655.67,,,,,,655.48,,,,,655.75,,,,,,655.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.63,,,,,,655.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.87,,,,,,,,,,,,656.15,,,,,,,,,,,655.94,,,,,,656.35,,,,,656.43,,,,,,656.89,,,,,,656.88,,,,,,,,,,,656.85,,,,,,657.2,,,,,,,,,,,,,,,,,,657.02,,,,,656.74,,,,,,656.72,,,,,,,,,,,,,,,,,,,,,,,655.78,,,,,,655.8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.62,,,,,,,,,,,655.44,,,,,,,,,,,,,,,,,655.77,,,,,,655.69,,,,,655.65,,,,,655.67,,,,,,655.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.64,,,,,,,,,,,,656.17,,,,,,,,,,,656.31,,,,,,,,,,,,,,,,,,,,,,,657.02,,,,,,,,,,,,,,,,,,657.23,,,,,657.17,,,,,,,,,,,,,,,,,,,,,,,656.63,,,,,,656.34,,,,,,655.95,,,,,,,,,,,,,,,,,655.91,,,,,,655.88,,,,,,655.88,,,,,,655.85,,,,,655.57,,,,,,655.66,,,,,,,,,,,,655.65,,,,,655.41,,,,,,,,,,,,655.54,,,,,,,,,,,,,,,,,,,,,,655.65,,,,,655.7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.82,,,,,,,,,,,,656.17,,,,,,,,,,,655.96,,,,,,,,,,,,656.38,,,,,,656.83,,,,,656.77,,,,,,,,,,,,656.77,,,,,657.13,,,,,,,,,,,,,,,,,,657.13,,,,,,656.75,,,,,656.72,,,,,,,,,,,,,,,,,,,,,,,,655.85,,,,,655.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.4,,,,,,,,,,,,,,,,,655.7,,,,,,,,,,655.57,,,,,,655.6,,,,,,655.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.65,,,,,656.21,,,,,,656.21,,,,,,,,,,,,656.29,,,,,,,,,,,,,,,,,,,,,,,657,,,,,,,,,,,,,,,,,657.16,,,,,,657.19,,,,,,,,,,,,,,,,,,,,,,,656.68,,,,,,656.41,,,,,,655.96,,,,,,,,,,,,,,,,,655.92,,,,,655.94,,,,,,655.85,,,,,,655.82,,,,,,655.54,,,,,655.6,,,,,,,,,,,,655.69,,,,,,655.38,,,,,655.61,,,,,,655.49,,,,,,,,,,655.6,,,,,,,,,,,,655.54,,,,,,655.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.81,,,,,,,,,,,,,,,,,,,,,,,655.93,,,,,,,,,,,656.32,,,,,,656.7,,,,,,656.74,,,,,,,,,,,656.79,,,,,,657.1,,,,,,,,,,,,,,,,,657.14,,,,,,656.81,,,,,,656.83,,,,,,,,,,,,,,,,,,,,,,,655.91,,,,,,655.9,,,,,,,,,,,,,,,,,655.92,,,,,,,,,,,,,,,,,,,,,,,655.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.53,,,,,,,,,,,655.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.64,,,,,,656.25,,,,,,656.13,,,,,,,,,,,656.16,,,,,,,,,,,656.68,,,,,,,,,,,,656.88,,,,,,,,,,,,,,,,,657.18,,,,,,657.23,,,,,,,,,,,,,,,,,,,,,,,656.72,,,,,,656.41,,,,,,656,,,,,,,,,,,655.97,,,,,,655.92,,,,,,655.96,,,,,,,,,,,,655.82,,,,,655.49,,,,,,655.55,,,,,,,,,,,,655.62,,,,,655.29,,,,,,655.55,,,,,,655.45,,,,,,,,,,655.51,,,,,,,,,,,655.4,,,,,,655.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.77,,,,,,,,,,,,,,,,,656.2,,,,,,655.91,,,,,,,,,,,,656.24,,,,,,,,,,,656.66,,,,,,,,,,,,656.74,,,,,657.07,,,,,,,,,,,,,,,,,,657.16,,,,,,656.86,,,,,656.86,,,,,,656.73,,,,,,,,,,,656.1,,,,,,655.89,,,,,,,,,,,,655.82,,,,,,,,,,,,,,,,,655.8,,,,,,,,,,,,,,,,,655.35,,,,,,655.59,,,,,,,,,,,,,,,,,655.32,,,,,655.42,,,,,,,,,,,655.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.63,,,,,656.23,,,,,,,,,,,,,,,,,,656.2,,,,,656.13,,,,,,656.59,,,,,,,,,,,,656.95,,,,,,,,,,,657.06,,,,,,657.08,,,,,657.18,,,,,,,,,,,,656.9,,,,,,656.95,,,,,,,,,,,,656.48,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.95,,,,,,655.89,,,,,,,,,,,,655.47,,,,,655.52,,,,,,655.29,,,,,,,,,,,,655.19,,,,,655.45,,,,,,,,,,,,,,,,655.46,,,,,,,,,,,,655.41,,,,,,655.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.75,,,,,,,,,,,,,,,,,,656.18,,,,,,655.87,,,,,,,,,,,,,,,,,,,,,,,656.57,,,,,656.79,,,,,,656.75,,,,,,,,,,,,,,,,,,,,,,,657.2,,,,,,,,,,,,,,,,,656.74,,,,,,656.58,,,,,,656.14,,,,,,655.95,,,,,,655.96,,,,,655.83,,,,,,,,,,,,,,,,,655.75,,,,,,655.44,,,,,,655.5,,,,,,,,,,,,655.57,,,,,655.12,,,,,,655.37,,,,,,655.24,,,,,655.32,,,,,,,,,,,655.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.62,,,,,,656.23,,,,,,,,,,,655.87,,,,,,656.11,,,,,,656.07,,,,,656.44,,,,,,,,,,,,,,,,,,,,,,,657.07,,,,,,657.08,,,,,,657.13,,,,,,,,,,,656.92,,,,,,656.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.89,,,,,,,,,,,,655.88,,,,,,655.85,,,,,,,,,,,,,,,,,,,,,,655.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.27,,,,,,655.34,,,,,655.37,,,,,,655.37,,,,,,655.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.75,,,,,,,,,,,,,,,,,656.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.49,,,,,,656.73,,,,,656.77,,,,,,,,,,,,,,,,,,,,,,,,657.17,,,,,,,,,,,,,,,,,656.85,,,,,,656.62,,,,,656.18,,,,,,656.02,,,,,,,,,,,,,,,,,,,,,,,655.85,,,,,,655.75,,,,,,655.4,,,,,655.44,,,,,,,,,,,,655.48,,,,,,655.07,,,,,655.37,,,,,,655.23,,,,,,,,,,655.36,,,,,,,,,,,,655.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.61,,,,,,656.28,,,,,,,,,,,,655.84,,,,,,656.04,,,,,656,,,,,,656.32,,,,,,,,,,,,,,,,,,,,,,,657.11,,,,,,657.15,,,,,657.15,,,,,,,,,,,,656.92,,,,,,656.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.95,,,,,655.86,,,,,,655.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,655.24,,,,,655.41,,,,,,,,,,,,,,,,,,,,,,,655.23,,,,,,,,,,,655.36,,,,,,,,,,,655.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,656.71,,,,,,656.64,,,,,,,,,,,,656.25,,,,,,,,,,,,,,,,,,,,,,656.26,,,,,,656.41,,,,,,656.68,,,,,,656.71,,,,,,,,,,,,,,,,,,,,,,,657.13,,,,,,,,,,,,,,,,,656.92,,,,,,656.66,,,,,,656.33,,,,,,656.13,,,,,,,,,,,655.95,,,,,,655.87,,,,,655.85,,,,,,655.8,,,,,,655.46,,,,,,655.44,,,,,,,,,,,,,,,,,655.07,,,,,,655.26,,,,,,655.14,,,,,,,,,,655.26,,,,,,,,,,,655.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
